what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954407284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954409560
error,log,,,"org.eclipse.xtext.builder.nature.ToggleXtextNatureAction  - org.eclipse.core.internal.resources.ResourceException: Could not set the project description for 'TEST' because the project description file (.project) is out of sync with the file system.\n",1445954415277
opened,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445954415280
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445954415363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954415420
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445954417227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1445954420630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445954422400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445954424186
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445954425122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445954426885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954433874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954435355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954486499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954521364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954522668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954523340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954523706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954636301
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445954638121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954742829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445954761102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445955103562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955176856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955193912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445955278865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955378080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955424691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1445955504618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1445955594793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955609937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955614659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955615954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955617413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955704089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955704608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955704947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955760385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955782404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1445955806713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445955813915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955841356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955843636
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1445955897126
activated,editor,rcs.rtpl.xtext.esterel2012.ui,1.0.4,"rcs.rtpl.xtext.esterel2012.Esterel",1445955897385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955906501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445955936152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955943347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955943637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955943879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955944132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955944465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955944804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955945201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955945577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955945856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955946111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955946313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955946491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955946663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955946826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955946987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955947153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955947306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955947484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955947662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955947866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955948158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955948426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955948844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955966662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445955966967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1445955975454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445955977092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956081753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956135397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1445956137247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956140759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956141790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956194703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956196823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956200614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445956208447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445956210891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956244526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956245688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445956274622
